Country Name,3 digit country code,Date,"Dimension 1: Methodology, Standards & Classifications (MSC)",Dimension 1: System of National Accounts in use,Dimension 1: National Accounts base year ,Dimension 1: Classification of national industry,Dimension 1: CPI base year,Dimension 1: Classification of household consumption,Dimension 1: Classification of status of employment,Dimension 1: Central government accounting status,Dimension 1: Compilation of government finance statistics,Dimension 1: Compilation of monetary and financial statistics,Dimension 1: SDDS/e-GDDS subscription,Dimension 1: CRVS,Dimension 1: Business process,Dimension 2: Censuses and Surveys (CS),Dimension 2: Population & Housing census,Dimension 2: Agriculture census,Dimension 2: Business/establishment census,Dimension 2: Household Survey on income/consumption/expenditure/budget/Integrated Survey ,Dimension 2: Agriculture survey,Dimension 2: Labor Force Survey,Dimension 2: Health/Demographic survey,Dimension 2: Business/establishment survey,Dimension 3: Availability of Key Indicators (AKI),Dimension 3: Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),"Dimension 3: Prevalence of stunting, height for age (% of children under 5)",Dimension 3: Food Insecurity Experience Scale,"Dimension 3: Mortality rate, under-5 (per 1,000 live births)",Dimension 3: Pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,Dimension 3: Maternal Mortality,Dimension 3: People using safely managed drinking water services (% of population),Dimension 3: Access to electricity (% of population),"Dimension 3: Unemployment, total (% of total labor force) (national estimate)","Dimension 3: Manufacturing, value added (% of GDP)","Dimension 3: Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",Dimension 3: Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,Dimension 3: Renewable energy consumption (% of total final energy consumption),Dimension 3: Households and NPISHs Final consumption expenditure (current LCU),Dimension 3: GNI (current LCU),Dimension 3: Quarterly GDP,"Dimension 3: Debt service (PPG and IMF only, % of exports of goods, services and primary income)",Dimension 4: Dissemination Practices & Openness (DPO),Dimension 4: NSO has an Advance Release Calendar and it is published ,Dimension 4: NSO has a listing of surveys and microdata sets (or NADA),Dimension 4: NSO has a data portal,Dimension 4: Timeseries indicators are available for download in reusable format for free,"Dimension 4: Metadata is available providing definition, methodology, standards or classifications for existing data series",Dimension 4: NSO has conducted a user satisfaction survey,Dimension 4: Geospatial data available on relevant agency website,SPI Overall Score,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guinea,GIN,2016,8.333333333333332,0.5,0,0,0,0,0,0,0,0,0.5,0,0,30,1,0.5,0,0.6,0,0,0.3,0,54.411764705882355,0.15,1,1,0.4,0,0.4,0,1,0,1,0,0.3,1,1,1,0,1,14.285714285714285,0,1,0,0,0,0,0,26.757703081232492,GN,Conakry,-13.7,9.51667,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Guinea,0.15,0.25,0.15,0.25,0.5,0.5,11738441
"Gambia, The",GMB,2016,25,0.5,0,0.5,0,0,0,0.5,0,1,0.5,0,0,43.75,1,1,0,0.6,0,0.3,0.6,0,46.470588235294116,0.15,0.6,1,0,0,0.55,0,0,0.3,1,0,0.3,1,1,1,0,1,14.285714285714285,0,1,0,0,0,0,0,32.3765756302521,GM,Banjul,-16.5885,13.4495,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,"Gambia, The",0,0,0.3,0.25,0.5,0.5,2149139
Guinea-Bissau,GNB,2016,12.5,0.5,0,0,0.5,0,0,0,0,0,0.5,0,0,28.749999999999996,1,0,0,0.3,0,0,1,0,42.05882352941177,0,0.3,0,0.15,0,0.4,0,1,0,1,0,0.3,1,1,1,0,1,14.285714285714285,0,1,0,0,0,0,0,24.39863445378151,GW,Bissau,-15.1804,11.8037,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Guinea-Bissau,0.15,0,0.15,0.25,NA,NA,1782437
Equatorial Guinea,GNQ,2016,16.666666666666664,0,0.5,0,0.5,0,0,0,0,1,0,0,0,32.5,1,1,0,0.3,0,0,0.3,0,35.294117647058826,0,0.3,0,0,0,0.4,0,1,0,1,0,0.3,1,1,1,0,0,0,0,0,0,0,0,0,0,21.115196078431374,GQ,Malabo,8.7741,3.7523,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,NA,0,0,0.15,0.25,0,0,1215179
Grenada,GRD,2016,33.33333333333333,0,0.5,0.5,0.5,0,0,0,0,1,0.5,1,0,28.749999999999996,1,1,0,0.3,0,0,0,0,49.411764705882355,0,0,0,0.8,0,1,1,0.3,1,1,0,0.3,1,0,1,0,1,0,0,0,0,0,0,0,0,27.873774509803923,GD,Saint George's,-61.7449,12.0653,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,NA,0.3,0.5,0.5,0.5,0.5,0.5,110261
Guatemala,GTM,2016,33.33333333333333,0.5,0,0.5,0.5,0,0,0,0,1,0.5,1,0,53.75,0.5,0.5,0,1,1,1,0.3,0,74.11764705882354,0.15,0.3,1,0.55,0.3,1,1,1,1,1,0,0.3,1,1,1,1,1,28.57142857142857,0,1,0,1,0,0,0,47.44310224089635,GT,Guatemala City,-90.5328,14.6248,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Guatemala,0.3,0.25,0.5,0.5,0.5,0.5,16583060
Guyana,GUY,2016,33.33333333333333,0.5,0.5,1,0.5,0,0,0,0,1,0.5,0,0,25,1,0,0,0,0,0,1,0,45.588235294117645,0,0.3,0,0.15,0,1,0,1,0,1,0,0.3,1,1,1,0,1,0,0,0,0,0,0,0,0,25.98039215686274,GY,Georgetown,-58.1548,6.80461,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDX,XI,IDA,Guyana,0.15,0,0.5,0.5,0.5,0.5,771366
Honduras,HND,2016,37.5,0.5,0,0.5,0,1,0,1,0,1,0.5,0,0,53.75,1,0,0,1,1,1,0.3,0,62.64705882352941,1,0.3,1,0,0.3,0.75,0,1,1,1,0,0.3,1,1,1,0,1,28.57142857142857,0,1,0,0,0,1,0,45.6171218487395,HN,Tegucigalpa,-87.4667,15.1333,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Honduras,0,0,0.5,0.25,0.5,0.5,9270795
Croatia,HRV,2016,79.16666666666666,0.5,1,1,0.5,1,1,0,0.5,1,1,1,1,62.5,1,1,0,1,1,1,0,0,68.23529411764706,1,0,1,1,0.3,1,1,0,1,1,0,0.3,1,1,1,1,0,85.71428571428571,1,0,1,1,1,1,1,73.90406162464986,HR,Zagreb,15.9614,45.8069,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,IBD,XF,IBRD,Croatia,0.5,0.5,0.5,0.5,0,0,4174349
Haiti,HTI,2016,20.833333333333336,0,0,0,0,1,0,0,0,1,0.5,0,0,23.75,0,1,0,0.6,0,0,0.3,0,47.64705882352941,0.8,0.3,0,0.55,0,0.25,0,1,0.3,0.6,0,0.3,1,1,1,0,1,14.285714285714285,0,0,0,0,1,0,0,26.62902661064426,HT,Port-au-Prince,-72.3288,18.5392,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Haiti,0.3,0.25,0,0.25,0.5,0.5,10839970
Indonesia,IDN,2016,54.166666666666664,0.5,0.5,1,0.5,0,0,1,1,1,1,0,0,70,1,1,0,1,0,1,0.6,1,70.88235294117646,1,0.3,1,0.75,0.3,0.4,0,1,1,1,0,0.3,1,1,1,1,1,71.42857142857143,1,1,1,1,1,0,0,66.61939775910363,ID,Jakarta,106.83,-6.19752,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,Indonesia,0.5,0.25,0.15,0.25,0.5,0.5,261554226
India,IND,2016,50,1,0.5,0.5,0.5,1,0,0.5,1,0,1,0,0,82.5,1,1,1,1,0.3,1,0.3,1,58.23529411764706,0.15,0.6,0,1,0,0.55,0,1,0.3,1,0,0.3,1,1,1,1,1,57.14285714285714,1,1,1,0,1,0,0,61.96953781512605,IN,New Delhi,77.225,28.6353,SAS,8S,South Asia,SAS,8S,South Asia,LMC,XN,Lower middle income,IBD,XF,IBRD,India,0.5,0.5,0.3,0.25,0.5,0.5,1324509589
"Iran, Islamic Rep.",IRN,2016,37.5,0.5,0,0.5,0.5,1,0,0.5,0,0,0.5,1,0,50,1,1,0,1,0,1,0,0,59.99999999999999,0,0.3,0,0,0.6,1,1,0,1,1,0,0.3,1,1,1,1,1,28.57142857142857,0,0,0,1,1,0,0,44.01785714285714,IR,Tehran,51.4447,35.6878,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,NA,0,0,0.5,0.5,0.5,0.5,79564016
Iraq,IRQ,2016,37.5,0,0.5,0.5,0.5,1,0,0,0.5,1,0.5,0,0,21.25,0.5,0,0,0.6,0,0,0.6,0,50.29411764705883,0.15,0.3,0,0.4,0,0.4,1,1,1,1,0,0.3,1,1,1,0,0,0,0,0,0,0,0,0,0,27.26102941176471,IQ,Baghdad,44.394,33.3302,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Iraq,0.15,0.25,0.15,0.25,0,0,36610632
Jamaica,JAM,2016,41.66666666666667,0.5,0.5,0.5,0,1,0,1,0,1,0.5,0,0,53.75,1,1,0,1,0,1,0.3,0,58.23529411764706,0,0.6,0,0,0,1,0,1,1,1,0,0.3,1,1,1,1,1,57.14285714285714,1,0,0,1,1,0,1,52.69870448179272,JM,Kingston,-76.792,17.9927,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Jamaica,0,0,0.5,0.5,0.5,0.5,2906238
Jordan,JOR,2016,25,0,0,1,0.5,0,0,0,0.5,0,1,0,0,62.5,1,1,0,1,0,1,1,0,56.470588235294116,0,0.3,0,0.4,0.3,0,1,1,1,1,0,0.6,1,1,1,0,1,57.14285714285714,0,1,1,1,1,0,0,50.278361344537814,JO,Amman,35.9263,31.9497,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Jordan,0.15,0.25,0,0,0.5,0.5,9551467
Kazakhstan,KAZ,2016,75,0.5,1,1,1,1,0,0.5,0,1,1,1,1,62.5,1,1,0,1,0,1,1,0,81.76470588235294,1,0.3,1,1,0.3,1,1,1,1,1,0,0.3,1,1,1,1,1,57.14285714285714,1,0,1,1,1,0,0,69.10189075630251,KZ,Astana,71.4382,51.1879,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Kazakhstan,0.5,0.5,0.5,0.5,0.5,0.5,17794055
Kenya,KEN,2016,41.66666666666667,1,0.5,0.5,0.5,0,0,1,0,1,0.5,0,0,52.5,1,0,1,0.6,0,0.6,1,0,54.11764705882352,0.15,0.3,1,0.75,0,0.4,0,1,0.3,1,0,0.3,1,1,1,0,1,14.285714285714285,0,1,0,0,0,0,0,40.64250700280112,KE,Nairobi,36.8126,-1.27975,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Kenya,0.5,0.25,0.15,0.25,0.5,0.5,49051686
Kyrgyz Republic,KGZ,2016,87.5,0.5,1,1,1,1,1,0.5,0.5,1,1,1,1,38.75,1,0.5,0,1,0,0,0.6,0,77.6470588235294,1,0.6,1,1,0.3,1,1,0,1,1,0,0.3,1,1,1,1,1,57.14285714285714,1,1,0,1,1,0,0,65.25997899159663,KG,Bishkek,74.6057,42.8851,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Kyrgyz Republic,0.5,0.5,0.5,0.5,0.5,0.5,6079500
Cambodia,KHM,2016,37.5,0.5,0,0.5,0,1,0,0,0,1,0.5,0,1,77.5,1,1,1,1,0,0.6,0.6,1,61.470588235294116,0,0.3,1,0.15,0.3,0.4,1,1,1,1,0,0.3,1,1,1,0,1,42.857142857142854,0,1,0,1,1,0,0,54.831932773109244,KH,Phnom Penh,104.874,11.5556,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,NA,0.15,0,0.15,0.25,0.5,0.5,15766293
Kiribati,KIR,2016,20.833333333333336,0.5,0.5,0.5,0,0,0,0.5,0,0,0.5,0,0,20,1,0,0,0.3,0,0,0.3,0,25.294117647058822,0,0,0,0,0,0,0,1,0.3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,16.53186274509804,KI,Tarawa,172.979,1.32905,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Kiribati,0,0,0,0,0,0,112524
St. Kitts and Nevis,KNA,2016,33.33333333333333,0.5,0.5,0.5,0,0,0,0,0,1,0.5,1,0,18.75,1,0.5,0,0,0,0,0,0,19.41176470588235,0,0,0,0,0,0,0,0,0,1,0,0.3,1,0,1,0,0,0,0,0,0,0,0,0,0,17.87377450980392,KN,Basseterre,-62.7309,17.3,LCN,ZJ,Latin America & Caribbean ,NA,NA,NA,HIC,XD,High income,IBD,XF,IBRD,NA,NA,NA,NA,NA,0,0,51625
Lao PDR,LAO,2016,8.333333333333332,0.5,0,0,0.5,0,0,0,0,0,0,0,0,60,1,1,1,0.6,0,0.6,0.6,0,46.1764705882353,0,0.6,0,0.4,0,0.55,1,0,0,1,0,0.3,1,1,1,0,1,14.285714285714285,0,1,0,0,0,0,0,32.198879551820724,LA,Vientiane,102.177,18.5826,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,NA,0.15,0.25,0.3,0.25,0.5,0.5,6845846
Lebanon,LBN,2016,25,0.5,0,0,0.5,0,0,0,0.5,0,0.5,1,0,27.500000000000004,0,1,0,0.3,0,0.6,0.3,0,45.294117647058826,0.15,0,0,0,0,0.25,1,1,0,1,0,0.3,1,1,1,0,1,14.285714285714285,0,0,0,0,1,0,0,28.01995798319328,LB,Beirut,35.5134,33.8872,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Lebanon,0,0,0,0.25,0.5,0.5,6711121
Liberia,LBR,2016,25,0,0,0.5,0,1,0,0.5,0.5,0,0.5,0,0,47.5,1,0,1,0.6,0,0.6,0.6,0,62.64705882352941,0.8,0.6,1,0.55,0,0.4,0,1,1,1,0,0.3,1,1,1,0,1,0,0,0,0,0,0,0,0,33.786764705882355,LR,Monrovia,-10.7957,6.30039,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Liberia,0.3,0.25,0.15,0.25,0.5,0.5,4586788
Libya,LBY,2016,20.833333333333336,0.5,0,0.5,0,1,0,0,0,0,0.5,0,0,18.75,1,0.5,0,0,0,0,0,0,17.058823529411764,0,0.3,0,0,0,0,0,0,0.3,0,0,0.3,1,0,1,0,0,0,0,0,0,0,0,0,0,14.160539215686274,LY,Tripoli,13.1072,32.8578,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,NA,0,0,NA,NA,0,0,6492164
St. Lucia,LCA,2016,33.33333333333333,0,0.5,0.5,0.5,0,0,0,0,1,0.5,1,0,45,1,1,0,0.3,0,1,0.3,0,55.294117647058826,0.15,0.3,1,0.65,0,1,0,0,1,1,0,0.3,1,1,1,0,1,28.57142857142857,0,1,0,1,0,0,0,40.54971988795518,LC,Castries,-60.9832,14,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,St. Lucia,0.15,0.5,0.5,0.5,0.5,0.5,180024
Sri Lanka,LKA,2016,45.83333333333333,0.5,0.5,1,0.5,1,0,0,0,0,1,1,0,66.25,1,1,1,1,0,1,0.3,0,70.88235294117646,0.8,0.6,0,1,0.3,0.75,0,1,1,1,0.3,0.3,1,1,1,1,1,71.42857142857143,1,1,0,1,1,0,1,63.598564425770306,LK,Colombo,79.8528,6.92148,SAS,8S,South Asia,SAS,8S,South Asia,UMC,XT,Upper middle income,IBD,XF,IBRD,Sri Lanka,0.5,0.5,0.5,0.25,0.5,0.5,21203000
Lesotho,LSO,2016,33.33333333333333,0.5,0,0.5,0,1,0,0,0.5,1,0.5,0,0,60,1,1,0,0.6,1,0.6,0.6,0,51.17647058823529,0,0.3,1,0.4,0,0.4,0,1,0.3,1,0,0.3,1,1,1,0,1,28.57142857142857,0,1,0,0,1,0,0,43.27030812324929,LS,Maseru,27.7167,-29.5208,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Lesotho,0.15,0.25,0.15,0.25,0.5,0.5,2075001
Morocco,MAR,2016,33.33333333333333,0.5,0.5,0.5,0.5,0,0,0,0,1,1,0,0,53.75,1,0.5,0.5,1,0,0.3,0,1,64.11764705882354,0.15,0.3,0,0.4,0.6,0.15,1,1,1,1,0,0.3,1,1,1,1,1,57.14285714285714,0,1,1,1,1,0,0,52.0859593837535,MA,Rabat,-6.8704,33.9905,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,Morocco,0.15,0.25,0.15,0,0.5,0.5,35126296
Moldova,MDA,2016,87.5,0.5,1,1,1,1,1,0.5,0.5,1,1,1,1,53.75,1,1,0,1,0,1,0.3,0,74.11764705882354,1,0.3,1,1,0,1,1,0,1,1,0,0.3,1,1,1,1,1,57.14285714285714,1,0,1,1,1,0,0,68.12762605042016,MD,Chisinau,28.8497,47.0167,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Moldova,0.5,0.5,0.5,0.5,0.5,0.5,2802170
Madagascar,MDG,2016,29.166666666666668,0,0,0,0.5,1,0,1,0.5,0,0.5,0,0,26.25,0,0.5,0,1,0,0.3,0.3,0,49.411764705882355,0.15,0.3,0,0.75,0.3,0,0,1,0.6,1,0,0.3,1,1,1,0,1,0,0,0,0,0,0,0,0,26.20710784313726,MG,Antananarivo,45.7167,-20.4667,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Madagascar,0.5,0.25,0,0,0.5,0.5,24894380
Maldives,MDV,2016,41.66666666666667,0.5,0,0,0.5,1,0,0.5,0,1,0.5,1,0,27.500000000000004,1,0,0,0.3,0,0,0.3,0.6,47.352941176470594,0.15,0,0,1,0,1,0,1,0.6,1,0,0.3,1,0,1,0,1,14.285714285714285,0,1,0,0,0,0,0,32.701330532212886,MV,Male,73.5109,4.1742,SAS,8S,South Asia,SAS,8S,South Asia,UMC,XT,Upper middle income,IDX,XI,IDA,Maldives,0.5,0.5,0.5,0.5,0.5,0.5,475513
Mexico,MEX,2016,58.333333333333336,1,0.5,1,0.5,0,0,0,0,1,1,1,1,73.75,1,1,1,1,0.6,1,0.3,0,86.17647058823529,1,1,1,1,0.3,0.75,1,1,1,1,0,0.6,1,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,75.99352240896359,MX,Mexico City,-99.1276,19.427,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Mexico,0.5,0.5,0.5,0.25,0.5,0.5,123333376
Marshall Islands,MHL,2016,4.166666666666666,0,0,0,0,0,0,0,0,0,0.5,0,0,12.5,1,0,0,0,0,0,0,0,31.176470588235293,0,0,0,0,0,0,0,1,0.3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,11.96078431372549,MH,Majuro,171.135,7.11046,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),UMC,XT,Upper middle income,IDX,XI,IDA,NA,0,0,NA,NA,0,0,57735
North Macedonia,MKD,2016,54.166666666666664,0.5,0,1,1,1,0,0,0,0,1,1,1,55.00000000000001,0.5,1,0,1,0,1,0.3,0.6,74.11764705882354,1,0.3,1,1,0,1,1,0,1,1,0,0.3,1,1,1,1,1,71.42857142857143,1,0,1,1,1,1,0,63.67822128851542,MK,Skopje,21.4361,42.0024,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,North Macedonia,0.5,0.5,0.5,0.5,0.5,0.5,2080745
Mali,MLI,2016,16.666666666666664,0,0,0.5,0,1,0,0,0,0,0.5,0,0,58.75,1,0.5,0,1,0.6,0,1,0.6,47.352941176470594,0,0.3,0,0.75,0.3,0.4,0,1,1,0,0,0.3,1,1,1,0,1,14.285714285714285,0,1,0,0,0,0,0,34.263830532212886,ML,Bamako,-7.50034,13.5667,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Mali,0.5,0.25,0.15,0.25,0.5,0.5,17965429
Myanmar,MMR,2016,29.166666666666668,0,0.5,0,0.5,0,0,0,1,1,0.5,0,0,52.5,1,1,0,1,0,0.3,0.6,0.3,46.1764705882353,0.15,0.3,0,0.4,0,0.4,0,1,0.3,1,0,0.3,1,1,1,0,1,42.857142857142854,0,0,1,1,1,0,0,42.675070028011206,MM,Naypyidaw,95.9562,21.914,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Myanmar,0.15,0.25,0.15,0.25,NA,NA,53045226
Montenegro,MNE,2016,37.5,0.5,0,1,0.5,1,0,0,0,0,0.5,1,0,53.75,1,1,0,1,0,1,0.3,0,72.94117647058823,1,0.3,1,0.8,0,0,1,1,1,1,0.3,0,1,1,1,1,1,71.42857142857143,1,1,0,1,1,1,0,58.90493697478992,ME,Podgorica,19.2595,42.4602,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Montenegro,0.3,0.5,0,0,0.5,0.5,622303
Mongolia,MNG,2016,50,0.5,0.5,0.5,0.5,1,0,0.5,0,1,0.5,1,0,57.49999999999999,1,1,0,1,0,1,0.6,0,75.88235294117646,1,0.6,1,0,0,1,1,1,1,1,0,0.3,1,1,1,1,1,71.42857142857143,1,1,1,1,0,1,0,63.70273109243698,MN,Ulaanbaatar,106.937,47.9129,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Mongolia,0,0,0.5,0.5,0.5,0.5,3056359
Mozambique,MOZ,2016,33.33333333333333,0.5,0.5,0.5,0,1,0,0,0,1,0.5,0,0,52.5,1,1,1,0.6,0,0,0.6,0,53.8235294117647,0.15,0.6,1,0.4,0,0.4,0,1,0.3,1,0,0.3,1,1,1,0,1,42.857142857142854,1,1,0,0,1,0,0,45.628501400560225,MZ,Maputo,32.5713,-25.9664,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Mozambique,0.15,0.25,0.15,0.25,0.5,0.5,27829942
Mauritania,MRT,2016,29.166666666666668,0.5,0,1,0.5,1,0,0,0,0,0.5,0,0,36.25,1,0,0,0.6,0,0.3,1,0,47.94117647058823,0.15,1,0,0,0,0.4,0,1,0.3,1,0,0.3,1,1,1,0,1,0,0,0,0,0,0,0,0,28.339460784313726,MR,Nouakchott,-15.9824,18.2367,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Mauritania,0,0,0.15,0.25,0.5,0.5,4163534
Mauritius,MUS,2016,75,0.5,0.5,1,0.5,1,1,1,0.5,1,1,1,0,62.5,1,1,1,1,0,1,0,0,63.23529411764706,0.15,0,1,1,0,1,0,0.3,1,1,0,0.3,1,1,1,1,1,57.14285714285714,0,1,1,1,1,0,0,64.46953781512605,MU,Port Louis,57.4977,-20.1605,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Mauritius,0.5,0.5,0.5,0.5,0.5,0.5,1263473
Malawi,MWI,2016,20.833333333333336,1,0.5,0.5,0,0,0,0,0,0,0.5,0,0,61.25000000000001,1,1,0,0.6,0,0.3,1,1,59.117647058823536,0.15,1,1,0.75,0,0.25,0,1,0.3,1,0.3,0.3,1,1,1,0,1,28.57142857142857,0,1,0,0,1,0,0,42.443102240896366,MW,Lilongwe,33.7703,-13.9899,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Malawi,0.5,0.25,0,0.25,0.5,0.5,17205289
Malaysia,MYS,2016,54.166666666666664,0.5,0.5,1,0.5,1,0,0,0,1,1,1,0,43.75,1,0.5,0,1,0,1,0,0,71.76470588235294,1,0.6,0,1,0,1,1,1,1,1,0.3,0.3,1,1,1,1,0,57.14285714285714,1,0,1,1,1,0,0,56.70605742296919,MY,Kuala Lumpur,101.684,3.12433,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Malaysia,0.5,0.5,0.5,0.5,NA,NA,30684804
Namibia,NAM,2016,29.166666666666668,0.5,0.5,0.5,0.5,0,0,0,0,1,0.5,0,0,48.75,1,1,0,0.3,0,1,0.6,0,50.588235294117645,0.15,0.3,1,0,0,0.55,0,1,1,1,0.3,0.3,1,1,1,0,0,42.857142857142854,0,1,1,1,0,0,0,42.84051120448179,"NA",Windhoek,17.0931,-22.5648,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Namibia,0,0,0.3,0.25,0,0,2358041
Niger,NER,2016,25,0.5,0.5,0.5,0,1,0,0,0,0,0.5,0,0,46.25,1,0.5,0,1,0.6,0,0.6,0,63.529411764705884,0.8,1,1,0,0.3,0.4,0,1,1,1,0,0.3,1,1,1,0,1,42.857142857142854,1,1,0,0,1,0,0,44.409138655462186,NE,Niamey,2.1073,13.514,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Niger,0,0,0.15,0.25,0.5,0.5,20788838
