country,iso3c,date,SPI.D1.MSC,SPI.D1.1.SNAU,SPI.D1.2.NABY,SPI.D1.3.CNIN,SPI.D1.4.CPIBY,SPI.D1.5.HOUS,SPI.D1.6.EMPL,SPI.D1.7.CGOV,SPI.D1.8.FINA,SPI.D1.9.MONY,SPI.D1.10.IDDS,SPI.D1.11.CRVS,SPI.D1.12.GSBP,SPI.D2.CS,SPI.D2.1.POPU,SPI.D2.2.AGRI,SPI.D2.3.BIZZ,SPI.D2.4.HOUS,SPI.D2.5.AGRI,SPI.D2.6.LABR,SPI.D2.7.HLTH,SPI.D2.8.BIZZ,SPI.D3.AKI,SPI.D3.POV,SPI.D3.FIES,SPI.D3.CHLD.MORT,SPI.D3.SE.LPV.PRIM.BMP,SPI.D3.MMRT,SPI.D3.SH.H2O.SMDW.ZS,SPI.D3.ELEC,SPI.D3.SL.UEM.TOTL.NE.ZS,SPI.D3.NV.IND.MANF.ZS,SPI.D3.SI.SPR.PC40.ZG,SPI.D3.ER.H2O.FWST.ZS,SPI.D3.EG.FEC.RNEW.ZS,SPI.D3.NE.CON.PRVT.CN,SPI.D3.QUART.GDP,SPI.D3.DT.TDS.DPPF.XP.ZS,SPI.D4.DPO,SPI.D4.1.CALD,SPI.D4.2.NADA,SPI.D4.3.PORT,SPI.D4.4.TIME,SPI.D4.5.META,SPI.D4.6.USER,SPI.D4.7.GEOS,SPI.OVRL.SCR,iso2c,capital,long,lat,regionID,region_iso2c,region,adminID,admin_iso2c,admin,incomeID,income_iso2c,income,lendingID,lending_iso2c,lending,countryname,SPI.FREQ.D3.CHLD.MORT,SPI.QUAL.D3.CHLD.MORT,SPI.FREQ.D3.MMRT,SPI.QUAL.D3.MMRT,SPI.FREQ.D3.DT.TDS.DPPF.XP.ZS,SPI.QUAL.D3.DT.TDS.DPPF.XP.ZS,population
Spain,ESP,2016,87.5,1,1,1,0.5,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6666666666667,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,85.7142857142857,1,1,1,1,1,1,0,NA,ES,Madrid,-3.70327,40.4167,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Spain,1,1,1,1,0,0,46484062
Estonia,EST,2016,83.3333333333333,1,1,1,1,1,1,1,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6666666666667,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,85.7142857142857,1,0,1,1,1,1,1,NA,EE,Tallinn,24.7586,59.4392,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Estonia,1,1,1,1,0,0,1315790
Ethiopia,ETH,2016,16.6666666666667,0.5,0.5,0,0,0,0,0,0.5,0,0.5,0,0,50,1,0,0,0,1,1,0,1,43.3333333333333,0,0,0.5,0,0,1,1,0,1,0,0,1,1,0,1,14.2857142857143,0,1,0,0,0,0,0,31.0714285714286,ET,Addis Ababa,38.7468,9.02274,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Ethiopia,1,0,0,0,1,1,103603501
Finland,FIN,2016,91.6666666666667,1,1,1,1,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6666666666667,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,71.4285714285714,1,1,1,1,1,0,0,NA,FI,Helsinki,24.9525,60.1608,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Finland,1,1,1,1,0,0,5495303
Fiji,FJI,2016,37.5,0.5,0,1,0.5,0,0,0,0,1,0.5,1,0,37.5,1,1,0,1,0,0,0,0,43.3333333333333,0,0,0.5,0,1,0,1,1,1,0,0,1,0,0,1,28.5714285714286,0,1,0,1,0,0,0,36.7261904761905,FJ,Suva,178.399,-18.1149,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,Fiji,0,1,1,1,1,1,872399
France,FRA,2016,91.6666666666667,1,1,1,1,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6666666666667,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,85.7142857142857,1,1,1,1,1,1,0,NA,FR,Paris,2.35097,48.8566,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,France,1,1,1,1,0,0,66721256
"Micronesia, Fed. Sts.",FSM,2016,16.6666666666667,0.5,0,0,0,1,0,0,0,0,0.5,0,0,12.5,1,0,0,0,0,0,0,0,13.3333333333333,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,28.5714285714286,0,0,0,1,1,0,0,17.7678571428571,FM,Palikir,158.185,6.91771,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,NA,0,0,NA,NA,0,0,110215
Gabon,GAB,2016,20.8333333333333,0.5,0,0.5,0,0,0,0,0,1,0.5,0,0,12.5,1,0,0,0,0,0,0,0,33.3333333333333,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,14.2857142857143,0,0,0,1,0,0,0,20.2380952380952,GA,Libreville,9.45162,0.38832,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Gabon,0,0,0,0,NA,NA,2007873
United Kingdom,GBR,2016,75,1,1,1,1,0,0,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.6666666666667,1,0,1,0,0.5,1,0,1,1,0,0,1,1,1,0,85.7142857142857,1,1,1,1,1,0,1,NA,GB,London,-0.126236,51.5002,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,United Kingdom,1,1,1,0,0,0,65611593
Georgia,GEO,2016,79.1666666666667,0.5,1,0.5,0.5,1,1,0.5,0.5,1,1,1,1,50,1,1,0,1,0,1,0,0,80,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,71.4285714285714,1,1,0,1,1,0,1,70.1488095238095,GE,Tbilisi,44.793,41.71,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Georgia,1,1,1,1,1,1,3727505
Ghana,GHA,2016,41.6666666666667,0.5,0.5,1,0.5,1,0,0,0,1,0.5,0,0,37.5,1,0,0,1,0,0,1,0,53.3333333333333,0.5,1,0.5,0,0,1,1,0,1,0,0,1,1,0,1,42.8571428571429,1,1,0,0,0,1,0,43.8392857142857,GH,Accra,-0.20795,5.57045,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Ghana,1,0,0,0,1,1,28481946
Guinea,GIN,2016,8.33333333333333,0.5,0,0,0,0,0,0,0,0,0.5,0,0,12.5,1,0,0,0,0,0,0,0,40,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,14.2857142857143,0,1,0,0,0,0,0,18.7797619047619,GN,Conakry,-13.7,9.51667,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Guinea,0,0,0,0,1,1,11738441
"Gambia, The",GMB,2016,25,0.5,0,0.5,0,0,0,0.5,0,1,0.5,0,0,25,1,1,0,0,0,0,0,0,33.3333333333333,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,14.2857142857143,0,1,0,0,0,0,0,24.4047619047619,GM,Banjul,-16.5885,13.4495,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,"Gambia, The",0,0,0,0,1,1,2149139
Guinea-Bissau,GNB,2016,12.5,0.5,0,0,0.5,0,0,0,0,0,0.5,0,0,25,1,0,0,0,0,0,1,0,33.3333333333333,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,14.2857142857143,0,1,0,0,0,0,0,21.2797619047619,GW,Bissau,-15.1804,11.8037,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Guinea-Bissau,0,0,0,0,NA,NA,1782437
Equatorial Guinea,GNQ,2016,16.6666666666667,0,0.5,0,0.5,0,0,0,0,1,0,0,0,25,1,1,0,0,0,0,0,0,26.6666666666667,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,17.0833333333333,GQ,Malabo,8.7741,3.7523,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,NA,0,0,0,0,0,0,1215179
Greece,GRC,2016,79.1666666666667,1,1,1,0.5,1,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6666666666667,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,57.1428571428571,1,1,0,0,1,1,0,NA,GR,Athens,23.7166,37.9792,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Greece,1,1,1,1,0,0,10775971
Grenada,GRD,2016,33.3333333333333,0,0.5,0.5,0.5,0,0,0,0,1,0.5,1,0,25,1,1,0,0,0,0,0,0,43.3333333333333,0,0,0.5,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,25.4166666666667,GD,Saint George's,-61.7449,12.0653,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,NA,0,1,1,1,1,1,110261
Guatemala,GTM,2016,33.3333333333333,0.5,0,0.5,0.5,0,0,0,0,1,0.5,1,0,37.5,0,0,0,1,1,1,0,0,66.6666666666667,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,28.5714285714286,0,1,0,1,0,0,0,41.5178571428571,GT,Guatemala City,-90.5328,14.6248,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Guatemala,0,0,1,1,1,1,16583060
Guyana,GUY,2016,33.3333333333333,0.5,0.5,1,0.5,0,0,0,0,1,0.5,0,0,25,1,0,0,0,0,0,1,0,40,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,24.5833333333333,GY,Georgetown,-58.1548,6.80461,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDX,XI,IDA,Guyana,0,0,1,1,1,1,771366
Honduras,HND,2016,37.5,0.5,0,0.5,0,1,0,1,0,1,0.5,0,0,50,1,0,0,1,1,1,0,0,56.6666666666667,1,1,0,0,0.5,0,1,1,1,0,0,1,1,0,1,28.5714285714286,0,1,0,0,0,1,0,43.1845238095238,HN,Tegucigalpa,-87.4667,15.1333,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Honduras,0,0,1,0,1,1,9270795
Croatia,HRV,2016,79.1666666666667,0.5,1,1,0.5,1,1,0,0.5,1,1,1,1,62.5,1,1,0,1,1,1,0,0,66.6666666666667,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,85.7142857142857,1,0,1,1,1,1,1,73.5119047619048,HR,Zagreb,15.9614,45.8069,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,IBD,XF,IBRD,Croatia,1,1,1,1,0,0,4174349
Haiti,HTI,2016,20.8333333333333,0,0,0,0,1,0,0,0,1,0.5,0,0,12.5,0,1,0,0,0,0,0,0,30,0.5,0,0,0,0,0,1,0,0,0,0,1,1,0,1,14.2857142857143,0,0,0,0,1,0,0,19.4047619047619,HT,Port-au-Prince,-72.3288,18.5392,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Haiti,0,0,0,0,1,1,10839970
Hungary,HUN,2016,100,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6666666666667,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,100,1,1,1,1,1,1,1,NA,HU,Budapest,19.0408,47.4984,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Hungary,1,1,1,1,0,0,9814023
Indonesia,IDN,2016,54.1666666666667,0.5,0.5,1,0.5,0,0,1,1,1,1,0,0,62.5,1,1,0,1,0,1,0,1,63.3333333333333,1,1,0.5,0,0,0,1,1,1,0,0,1,1,1,1,71.4285714285714,1,1,1,1,1,0,0,62.8571428571429,ID,Jakarta,106.83,-6.19752,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,Indonesia,1,0,0,0,1,1,261554226
India,IND,2016,50,1,0.5,0.5,0.5,1,0,0.5,1,0,1,0,0,75,1,1,1,1,0,1,0,1,46.6666666666667,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,57.1428571428571,1,1,1,0,1,0,0,57.2023809523809,IN,New Delhi,77.225,28.6353,SAS,8S,South Asia,SAS,8S,South Asia,LMC,XN,Lower middle income,IBD,XF,IBRD,India,1,1,0,0,1,1,1324509589
Ireland,IRL,2016,79.1666666666667,1,1,1,0.5,1,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6666666666667,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,71.4285714285714,1,1,1,1,1,0,0,NA,IE,Dublin,-6.26749,53.3441,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Ireland,1,1,1,1,0,0,4755335
"Iran, Islamic Rep.",IRN,2016,37.5,0.5,0,0.5,0.5,1,0,0.5,0,0,0.5,1,0,50,1,1,0,1,0,1,0,0,53.3333333333333,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,28.5714285714286,0,0,0,1,1,0,0,42.3511904761905,IR,Tehran,51.4447,35.6878,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,NA,0,0,1,1,1,1,79564016
Iraq,IRQ,2016,37.5,0,0.5,0.5,0.5,1,0,0,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,19.375,IQ,Baghdad,44.394,33.3302,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Iraq,0,0,0,0,0,0,36610632
Iceland,ISL,2016,91.6666666666667,1,1,0.5,1,1,1,1,0.5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.3333333333333,1,1,0.5,0,1,1,0,1,1,0,0,1,1,1,0,57.1428571428571,1,0,1,1,1,0,0,NA,IS,Reykjavik,-21.8952,64.1353,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Iceland,0,1,1,1,0,0,335439
Israel,ISR,2016,87.5,1,1,1,0.5,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.3333333333333,1,1,1,0,0.5,1,0,1,1,0,0,1,1,1,0,71.4285714285714,1,1,1,1,1,0,0,NA,IL,NA,35.2035,31.7717,MEA,ZQ,Middle East & North Africa,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Israel,1,1,1,0,0,0,8546000
Italy,ITA,2016,91.6666666666667,1,1,1,1,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6666666666667,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,71.4285714285714,1,1,1,1,1,0,0,NA,IT,Rome,12.4823,41.8955,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Italy,1,1,1,1,0,0,60627498
Jamaica,JAM,2016,41.6666666666667,0.5,0.5,0.5,0,1,0,1,0,1,0.5,0,0,50,1,1,0,1,0,1,0,0,53.3333333333333,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,57.1428571428571,1,0,0,1,1,0,1,50.5357142857143,JM,Kingston,-76.792,17.9927,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Jamaica,0,0,1,1,1,1,2906238
Jordan,JOR,2016,25,0,0,1,0.5,0,0,0,0.5,0,1,0,0,62.5,1,1,0,1,0,1,1,0,46.6666666666667,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,57.1428571428571,0,1,1,1,1,0,0,47.8273809523809,JO,Amman,35.9263,31.9497,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Jordan,0,0,0,0,1,1,9551467
Japan,JPN,2016,70.8333333333333,0.5,1,1,0.5,1,0,1,0.5,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,42.8571428571429,0,0,1,1,1,0,0,NA,JP,Tokyo,139.77,35.67,EAS,Z4,East Asia & Pacific,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Japan,1,1,1,1,0,0,126994511
Kazakhstan,KAZ,2016,75,0.5,1,1,1,1,0,0.5,0,1,1,1,1,62.5,1,1,0,1,0,1,1,0,80,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,57.1428571428571,1,0,1,1,1,0,0,68.6607142857143,KZ,Astana,71.4382,51.1879,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Kazakhstan,1,1,1,1,1,1,17794055
Kenya,KEN,2016,41.6666666666667,1,0.5,0.5,0.5,0,0,1,0,1,0.5,0,0,37.5,1,0,1,0,0,0,1,0,43.3333333333333,0,1,0.5,0,0,0,1,0,1,0,0,1,1,0,1,14.2857142857143,0,1,0,0,0,0,0,34.1964285714286,KE,Nairobi,36.8126,-1.27975,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Kenya,1,0,0,0,1,1,49051686
Kyrgyz Republic,KGZ,2016,87.5,0.5,1,1,1,1,1,0.5,0.5,1,1,1,1,25,1,0,0,1,0,0,0,0,73.3333333333333,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,57.1428571428571,1,1,0,1,1,0,0,60.7440476190476,KG,Bishkek,74.6057,42.8851,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Kyrgyz Republic,1,1,1,1,1,1,6079500
Cambodia,KHM,2016,37.5,0.5,0,0.5,0,1,0,0,0,1,0.5,0,1,62.5,1,1,1,1,0,0,0,1,53.3333333333333,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,42.8571428571429,0,1,0,1,1,0,0,49.0476190476191,KH,Phnom Penh,104.874,11.5556,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,NA,0,0,0,0,1,1,15766293
Kiribati,KIR,2016,20.8333333333333,0.5,0.5,0.5,0,0,0,0.5,0,0,0.5,0,0,12.5,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.3333333333333,KI,Tarawa,172.979,1.32905,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Kiribati,0,0,0,0,0,0,112524
St. Kitts and Nevis,KNA,2016,33.3333333333333,0.5,0.5,0.5,0,0,0,0,0,1,0.5,1,0,12.5,1,0,0,0,0,0,0,0,13.3333333333333,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.7916666666667,KN,Basseterre,-62.7309,17.3,LCN,ZJ,Latin America & Caribbean ,NA,NA,NA,HIC,XD,High income,IBD,XF,IBRD,NA,NA,NA,NA,NA,0,0,51625
"Korea, Rep.",KOR,2016,70.8333333333333,1,0.5,1,0.5,1,0,0,0.5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,57.1428571428571,1,0,1,1,1,0,0,NA,KR,Seoul,126.957,37.5323,EAS,Z4,East Asia & Pacific,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,NA,1,1,1,1,0,0,51217803
Kuwait,KWT,2016,37.5,0.5,0.5,0.5,0,0,0,0.5,0,1,0.5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.6666666666667,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,14.2857142857143,0,0,0,1,0,0,0,NA,KW,Kuwait City,47.9824,29.3721,MEA,ZQ,Middle East & North Africa,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,NA,1,1,1,1,0,0,3956873
Lao PDR,LAO,2016,8.33333333333333,0.5,0,0,0.5,0,0,0,0,0,0,0,0,37.5,1,1,1,0,0,0,0,0,33.3333333333333,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,14.2857142857143,0,1,0,0,0,0,0,23.3630952380952,LA,Vientiane,102.177,18.5826,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,NA,0,0,0,0,1,1,6845846
Lebanon,LBN,2016,25,0.5,0,0,0.5,0,0,0,0.5,0,0.5,1,0,12.5,0,1,0,0,0,0,0,0,40,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,14.2857142857143,0,0,0,0,1,0,0,22.9464285714286,LB,Beirut,35.5134,33.8872,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Lebanon,0,0,0,0,1,1,6711121
Liberia,LBR,2016,25,0,0,0.5,0,1,0,0.5,0.5,0,0.5,0,0,25,1,0,1,0,0,0,0,0,50,0.5,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,25,LR,Monrovia,-10.7957,6.30039,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Liberia,0,0,0,0,1,1,4586788
Libya,LBY,2016,20.8333333333333,0.5,0,0.5,0,1,0,0,0,0,0.5,0,0,12.5,1,0,0,0,0,0,0,0,6.66666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,LY,Tripoli,13.1072,32.8578,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,NA,0,0,NA,NA,0,0,6492164
St. Lucia,LCA,2016,33.3333333333333,0,0.5,0.5,0.5,0,0,0,0,1,0.5,1,0,37.5,1,1,0,0,0,1,0,0,50,0,1,0.5,0,1,0,0,1,1,0,0,1,1,0,1,28.5714285714286,0,1,0,1,0,0,0,37.3511904761905,LC,Castries,-60.9832,14,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,St. Lucia,0,1,1,1,1,1,180024
Sri Lanka,LKA,2016,45.8333333333333,0.5,0.5,1,0.5,1,0,0,0,0,1,1,0,62.5,1,1,1,1,0,1,0,0,60,0.5,0,1,0,0.5,0,1,1,1,0,0,1,1,1,1,71.4285714285714,1,1,0,1,1,0,1,59.9404761904762,LK,Colombo,79.8528,6.92148,SAS,8S,South Asia,SAS,8S,South Asia,UMC,XT,Upper middle income,IBD,XF,IBRD,Sri Lanka,1,1,1,0,1,1,21203000
Lesotho,LSO,2016,33.3333333333333,0.5,0,0.5,0,1,0,0,0.5,1,0.5,0,0,37.5,1,1,0,0,1,0,0,0,40,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,28.5714285714286,0,1,0,0,1,0,0,34.8511904761905,LS,Maseru,27.7167,-29.5208,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Lesotho,0,0,0,0,1,1,2075001
Lithuania,LTU,2016,100,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6666666666667,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,57.1428571428571,1,0,1,1,1,0,0,NA,LT,Vilnius,25.2799,54.6896,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Lithuania,1,1,1,1,0,0,2868231
Luxembourg,LUX,2016,83.3333333333333,1,1,1,1,1,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.3333333333333,1,1,0.5,0,1,1,0,1,1,0,0,1,1,1,0,57.1428571428571,1,0,1,1,1,0,0,NA,LU,Luxembourg,6.1296,49.61,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Luxembourg,0,1,1,1,0,0,582014
Latvia,LVA,2016,91.6666666666667,1,1,1,1,1,1,1,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6666666666667,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,85.7142857142857,1,1,1,1,1,0,1,NA,LV,Riga,24.1048,56.9465,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Latvia,1,1,1,1,0,0,1959537
Morocco,MAR,2016,33.3333333333333,0.5,0.5,0.5,0.5,0,0,0,0,1,1,0,0,37.5,1,0,0,1,0,0,0,1,53.3333333333333,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,57.1428571428571,0,1,1,1,1,0,0,45.3273809523809,MA,Rabat,-6.8704,33.9905,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,Morocco,0,0,0,0,1,1,35126296
Moldova,MDA,2016,87.5,0.5,1,1,1,1,1,0.5,0.5,1,1,1,1,50,1,1,0,1,0,1,0,0,73.3333333333333,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,57.1428571428571,1,0,1,1,1,0,0,66.9940476190476,MD,Chisinau,28.8497,47.0167,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Moldova,1,1,1,1,1,1,2802170
Madagascar,MDG,2016,29.1666666666667,0,0,0,0.5,1,0,1,0.5,0,0.5,0,0,12.5,0,0,0,1,0,0,0,0,36.6666666666667,0,0,0.5,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,19.5833333333333,MG,Antananarivo,45.7167,-20.4667,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Madagascar,1,0,0,0,1,1,24894380
